date,year,venue,venue_eng,event,event_eng,country,genre,genre_eng,artform,artform_eng,performers,performers_eng,conductor,conductor_eng,crew,crew_eng
9/2/1995,1995,Bio Illusion,Bio Illusion,Juhlaviikkojen erikoissarja,Special series for the festive weeks,,elokuva,movie,,,,,,,,
9/2/1995,1995,Huvila,Huvila,Konginkankaan Katri,Kongingkanka's Katri,FIN,"musiikki, teatteri / performance","music, theater / performance",,,,,,,,
9/2/1995,1995,Huvila,Huvila,Ma Baker’s Soul Factory (Shane McGowan & Popesin tilalla),Ma Baker's Soul Factory (replacing Shane McGowan & Popes),FIN,musiikki,music,"soul, funk","soul, funk",,,,,,
9/2/1995,1995,Huvila,Huvila,PERUUNTUNUT: Shane McGowan & Popes,CANCELED: Shane McGowan & The Popes,GBR,musiikki,music,,,,,,,,
9/2/1995,1995,Suomen kansallisooppera,Finnish National Opera,Ralf Gothóni,Ralf Gothóni,FIN,musiikki,music,klassinen,classic,piano Ralf Gothóni,piano Ralf Gothóni,,,,
9/2/1995,1995,Huvila,Huvila,Teddy Chen: Twentysomething (1994) ,Teddy Chen: Twentysomething (1994) ,HKG,elokuva,movie,,,,,,,,
9/3/1995,1995,Huvila,Huvila,Apollo 13 ,Apollo 13 ,USA,elokuva,movie,,,,,,,,
9/3/1995,1995,Suomen kansallisooppera,Finnish National Opera,Erik Bergman: Det sjungande trädet (Laulava puu),Erik Bergman: The Singing Tree (Laulava puu),FIN,musiikki,music,"klassinen, ooppera","classical, opera","päärooleissa Peter Lindroos, Charlotte Hellekant, Kaisa Hannula, Petteri Salomaa, Sauli Tiilikainen, Antti Suhonen
Suomen Kansallisoopperan orkesteri ja kuoro","starring Peter Lindroos, Charlotte Hellekant, Kaisa Hannula, Petteri Salomaa, Sauli Tiilikainen, Antti Suhonen
Orchestra and choir of the Finnish National Opera","Ulf Söderblom, johtaja 
","Ulf Söderblom, director 
","Lisbeth Landefort, ohjaus 
Bo Carpelan, libretto 
Seppo Nurmimaa, lavastus ","Lisbeth Landefort, direction 
Bo Carpelan, libretto 
Seppo Nurmimaa, staging "
9/3/1995,1995,Huvila,Huvila,Ilta Virrassa,An evening in Virra,FIN,musiikki,music,iskelmä,popular song,"Ismo Alanko, Samuli Edelmann, Fredi, Einö Grön, Pauli Hanhiniemi, Sauli Lehtonen, Juice Leskinen, How Many Sisters, Tapani Kansa, Topi Sorsakoski, Reijo Taipale, Aki Yrjänä
Agents","Ismo Alanko, Samuli Edelmann, Fredi, Einö Grön, Pauli Hanhiniemi, Sauli Lehtonen, Juice Leskinen, How Many Sisters, Tapani Kansa, Topi Sorsakoski, Reijo Taipale, Aki Yrjänä
Agents",,,"Veikko Huuskonen, sovitukset","Veikko Huuskonen, arrangements"
8/21/1996,1996,Vanha ylioppilastalo,The old student house,Apulanta (Konsertti siirretty Huvila-teltalta Vanhalle ylioppilastalolle),Apulanta (Concert moved from Huvila tent to Old Student House),FIN,musiikki,music,"Punk, rock","Punk, rock",,,,,,
8/21/1996,1996,Helsingin kaupunginteatteri,Helsinki City Theatre,Eero Hämeenniemi / Tommi Kitti: Leonardo-baletti,Eero Hämeenniemi / Tommi Kitti: Leonardo ballet,FIN,tanssi,dance,baletti,ballet,"Helsingin kaupunginorkesteri
päärooleissa Tero Saarinen ja Ari Numminen","Helsinki City Orchestra
starring Tero Saarinen and Ari Numminen","Stefan Karpe, johtaja ","Stefan Karpe, director ","Tommi Kitti, koreografia
Pirkko Saisio, libretto
Eero Hämeenniemi, musiikki","Tommi Kitti, choreography
Pirkko Saisio, libretto
Eero Hämeenniemi, music"
8/21/1996,1996,Galerie Anhava,Galerie Anhava,Günther Förg - seinämaalaus ja maalauksia,Günther Förg - mural and paintings,GER,kuvataide,visual arts,,,,,,,,
8/21/1996,1996,Huvila,Huvila,Ismo Alanko,Ismo Alanko,FIN,musiikki,music,rock,rock,,,,,,
8/21/1996,1996,Kaapelitehdas,Cable factory,"Italo Calvin / Annette Arlander / Reija Hirvikoski / Juha Siltanen: ""Jos talviyönä matkamies…""","Italo Calvin / Annette Arlander / Reija Hirvikoski / Juha Siltanen: ""If a traveler on a winter night...""",FIN,teatteri,theater,,,,,,,"Anette Arlander, ohjaus
Juha Siltanen, dramaturgia
","Anette Arlander, direction
Juha Siltanen, dramaturgy
"
8/21/1996,1996,Vanha ylioppilastalo,The old student house,Juhlaviikkojen tanssiklubi ,Party weeks dance club ,GBR,musiikki,music,,,"DJ:t 22.8. Howie B, Coldcut
23.8. Gilles Peterson
24.8. DJ Krust","DJs 22.8. Howie B, Coldcut
23.8. Gilles Peterson
24.8. DJ Krust",,,,
8/21/1996,1996,Nesteen bensiiniasema,Neste gas station,Kari Cavén,Kari Cavén,FIN,kuvataide,visual arts,installaatio,installation,,,,,,
8/21/1996,1996,Kaisaniemen puisto,Kaisaniemi park,Simba Karatasi,Lion Paper,FIN,teatteri,theater,,,Teatterikorkeakoulun ja Dar-Es Salaamin yliopiston opiskelijat,Students of the Theater Academy and the University of Dar-Es Salaam,,,,
8/21/1996,1996,Vanha ylioppilastalo,The old student house,Terrorvision (Konsertti siirretty Huvila-teltalta Vanhalle ylioppilastalolle),Terrorvision (Concert moved from the Huvila tent to the Old Student House),GBR,musiikki,music,"Rock, pop","Rock, pop",,,,,,
8/21/1996,1996,Stoa,Stoa,Theatre Group Bandamenn: The Amlodi Saga,Theater Group Allies: The Amlodi Saga,ISL,teatteri,theater,,,,,,,,
8/21/1996,1996,Huvila,Huvila,Toimii-yhtye,Toimii group,FIN,musiikki,music,,,,,,,,
8/21/1996,1996,Huvila,Huvila,Trio Töykeät & Jaakko Kuusisto,Trio Töykeat & Jaakko Kuusisto,FIN,musiikki,music,jazz,jazz,,,,,,
8/22/1996,1996,Huvila,Huvila,Elävien runoilijoiden ilta,An evening of living poets,USA,"runous, musiikki","poetry, music","Rock, alternative","Rock, alternative","Musiikki Kevin Coyne, runoilijat Robert Creeley, Dürs Grünbein, Sándor Kányád","Music by Kevin Coyne, poets Robert Creeley, Dürs Grünbein, Sándor Kányád",,,,
8/22/1996,1996,Finlandia-talo,Finlandia House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,"mezzosopraano Monica Groop
tenori Lars-Erik Jonsson
piano Jaana Kärkkäinen","mezzo-soprano Monica Groop
tenor Lars-Erik Jonsson
piano Jaana Kärkkäinen","Jukka-Pekka Saraste, johtaja ","Jukka-Pekka Saraste, director ",,
8/22/1996,1996,Suomen kansallisteatteri,Finnish National Theater,Robert Lepage: Elsinore,Robert Lepage: Elsinore,CAN,teatteri,theater,,,,,,,,
8/22/1996,1996,Kluuvin galleria,Kluuv's gallery,Thomas Struth,Thomas Struth,GER,kuvataide,visual arts,,,,,,,,
8/23/1996,1996,Huvila,Huvila,Avanti! Rockover!,After you! Rockover!,FIN,musiikki,music,rock,rock,"Solist. Maria Hänninen, Veeti Kallio, Anna Kuoppamäki, Sakari Kuosmanen, Hannu ”Guts” Leiden, M. A. Numminen & Eeva-Kaarina Vilke, Jouni Markkanen, Michael Monroe, Kepa Salmirinne","Soloists. Maria Hänninen, Veeti Kallio, Anna Kuoppamäki, Sakari Kuosmanen, Hannu ""Guts"" Leiden, M. A. Numminen & Eeva-Kaarina Vilke, Jouni Markkanen, Michael Monroe, Kepa Salmirinne","Riku Niemi, johtaja","Riku Niemi, director",,
8/23/1996,1996,Amos Andersonin taidemuseo,Amos Anderson Art Museum,Juhani Harri: Teoksia vuosilta 1966-96,Juhani Harri: Works from 1966-96,FIN,kuvataide,visual arts,,,,,,,,
8/23/1996,1996,Suomen kansallisteatteri,Finnish National Theater,Keskustelutilaisuus: Teatteria kaaoksen reunalla,Discussion event: Theater on the edge of chaos,,"teatteri, keskustelu","theater, conversation",,,Matti Wuoren johdolla aiheesta keskustelemassa Robert Lepage ja Durs Grünbein,"Led by Matti Wuore, Robert Lepage and Durs Grünbein discuss the topic",,,,
8/23/1996,1996,Finlandia-talo,Finlandia House,Pekka Kuusisto & Raija Kerppo,Pekka Kuusisto & Raija Kerppo,FIN,musiikki,music,klassinen,classic,"viulu Pekka Kuusisto
piano Raija Kerppo","violin Pekka Kuusisto
piano Raija Kerppo",,,,
8/23/1996,1996,Svenska Teatern,Swedish Theatre,Päivi Rissanen / Susanna Veijalainen / Grischin: Viva La Frida,Päivi Rissanen / Susanna Veijalainen / Grischin: Viva La Frida,FIN ,tanssi,dance,,,,,,,,
8/23/1996,1996,Temppeliaukion kirkko,Temple square church,Suomalainen kamariorkesteri,Finnish chamber orchestra,FIN,musiikki,music,klassinen,classic,,,"Jukka-Pekka Saraste, johtaja ","Jukka-Pekka Saraste, director ",,
8/23/1996,1996,Huvila,Huvila,Tuomari Nurmio,Judge Nurmio,FIN,musiikki,music,rock,rock,,,"Riku Niemi, johtaja","Riku Niemi, director",,
8/24/1996,1996,Huvila,Huvila,"Edward Vesala Sound & Fury & John Surman, Tomasz Stanko, Jean-Francois Jenny-Clark, Wimme, Krakatau & Senegal Drums","Edward Vesala Sound & Fury & John Surman, Tomasz Stanko, Jean-Francois Jenny-Clark, Wimme, Krakatau & Senegal Drums",FIN,musiikki,music,jazz,jazz,,,,,,
8/24/1996,1996,Helsingin Taidehalli,Helsinki Art Gallery,Ernst Billgren: Teoksia vuosilta 1980-96,Ernst Billgren: Works from 1980-96,SWE,kuvataide,visual arts,,,,,,,,
8/24/1996,1996,Finlandia-talo,Finlandia House,Helsingin kaupunginorkesteri,Helsinki City Orchestra,FIN,musiikki,music,klassinen,classic,viulu Vadim Repin,violin Vadim Repin,"Leif Segerstam, johtaja ","Leif Segerstam, director ",,
8/24/1996,1996,Helsingin kaupunginteatteri,Helsinki City Theatre,LaLaLa Human Steps: 2,LaLaLa Human Steps: 2,CAN,tanssi,dance,,,,,,,"Édouard Lock, koreografia ","Édouard Lock, choreography "
8/25/1996,1996,Helsingin yliopisto,University of Helsinki,Avanti!,After you!,FIN,musiikki,music,klassinen,classic,huilu Mikael Helasvuo,flute Mikael Helasvuo,"Oliver Knussen, johtaja, säveltäjä ","Oliver Knussen, director, composer ",,
8/25/1996,1996,Sibelius-akatemia,Sibelius Academy,Matti Raekallio,Matti Raekallio,FIN,musiikki,music,klassinen,classic,piano Matti Raekallio,piano Matti Raekallio,,,,
8/25/1996,1996,Huvila,Huvila,Za Ondekoza,For Ondekoza,JPN,musiikki,music,"Folk, world","Folk, world",,,,,,
8/26/1996,1996,Temppeliaukion kirkko,Temple square church,Borodin-jousikvartetti,Borodin String Quartet,RUS,musiikki,music,klassinen,classic,"viulu Mihail Kopelman
viulu Andrei Abramenkov
alttoviulu Igor Naidin
sello Valentin Berlinsky","violin Mihail Kopelman
violin Andrei Abramenkov
viola Igor Naidin
cello Valentin Berlinsky",,,,
8/27/1996,1996,Temppeliaukion kirkko,Temple square church,Borodin-jousikvartetti,Borodin String Quartet,RUS,musiikki,music,klassinen,classic,,,,,,
8/27/1996,1996,Stoa,Stoa,Kirsi Monni: Ofelia,Kirsi Monni: Ofelia,FIN,tanssi,dance,,,,,,,,
8/27/1996,1996,Orion,Orion,Michael Powell / Emeric Pressburger: Oh Rosalinda!,Michael Powell / Emeric Pressburger: Oh Rosalinda!,GBR,elokuva,movie,,,,,,,,
8/27/1996,1996,Orion,Orion,Nagisa Oshima: Ai no borei - Intohimon valtakunta,Nagisa Oshima: Ai no Borei - Realm of Passion,JPN,elokuva,movie,,,,,,,,
8/28/1996,1996,Orion,Orion,"François Truffaut, Renzo Rossellini, Shintaro Ishihara, Marcel Ophûls, Andrzej Wajda: L'Amour à vingt ans (1963)","François Truffaut, Renzo Rossellini, Shintaro Ishihara, Marcel Ophûls, Andrzej Wajda: Love at Twenty (1963)",FRA,elokuva,movie,,,,,,,,
8/28/1996,1996,Huvila,Huvila,PERUUNTUNUT: Tori Amos,CANCELED: Tori Amos,USA,musiikki,music,"pop, rock","pop, rock",,,,,,
8/28/1996,1996,Finlandia-talo,Finlandia House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,käyrätorvi Barry Tuckwell,French horn Barry Tuckwell,"Oliver Knussen, johtaja, säveltäjä ","Oliver Knussen, director, composer ",,
8/28/1996,1996,Aleksanterin teatteri,Alexander Theater,Ruotsin musiikin juhlavuosi: Drottningholmin barokkiyhtye,Jubilee year of Swedish music: Drottningholm Baroque Ensemble,SWE,musiikki,music,klassinen,classic,"viulu Nils-Erik Sparf
baritoni Olle Persson","violin Nils-Erik Sparf
baritone Olle Persson","Thomas Schubak, johtaja","Thomas Schubak, Director",,
8/28/1996,1996,Huvila,Huvila,"The Mike Flowers Pops, Trio De Luxe & JP Virtanen","The Mike Flowers Pops, Trio De Luxe & JP Virtanen",GBR,musiikki,music,"lounge, pop, jazz","lounge, pop, jazz",,,,,,
8/28/1996,1996,Tavastia,Things to do,Tätä et kuule radiosta -klubi ,This is what you don't hear on the radio club ,FIN,musiikki,music,,,"28.8. Jean S. & solistit
29.8. Circle, Penniless People of Bulgaria, Mother Goose, Protestants & Grumps (vapaa pääsy)
31.8. Pansies & Candy Darling, Veijo Midi & Modulit","28.8. Jean S. & soloists
29.8. Circle, Penniless People of Bulgaria, Mother Goose, Protestants & Grumps (free entry)
31.8. Pansies & Candy Darling, Veijo Midi & Modules",,,,
8/28/1996,1996,Orion,Orion,Vera Stroyeva: Boris Godunov (1954),Vera Stroyeva: Boris Godunov (1954),RUS,elokuva,movie,,,,,,,,
8/29/1996,1996,Orion,Orion,A. Nesterov: Ruhtinas Igor (1970),A. Nesterov: Ruhtinas Igor (1970),RUS,elokuva,movie,,,,,,,,
8/29/1996,1996,Orion,Orion,Akira Kurosawa: Dodes'ka-den - Köyhän pikajuna (1970),Akira Kurosawa: Dodes'ka-den (1970),JPN,elokuva,movie,,,,,,,,
8/29/1996,1996,Temppeliaukion kirkko,Temple square church,Borodin-jousikvartetti,Borodin String Quartet,RUS,musiikki,music,klassinen,classic,,,,,,
8/29/1996,1996,Aleksanterin teatteri,Alexander Theater,Ruotsin musiikin juhlavuosi: Drottningholmin barokkiyhtye,Jubilee year of Swedish music: Drottningholm Baroque Ensemble,SWE,musiikki,music,klassinen,classic,juontajat Olle Persson & Asko Sarkola,presenters Olle Persson & Asko Sarkola,"Thomas Schuback, johtaja ","Thomas Schuback, manager ",,
8/29/1996,1996,Huvila,Huvila,Seminaarimäen mieslaulajat,The male singers of Seminaarimäki,FIN,musiikki,music,"A cappella, kuoromusiikki, pop","A cappella, choral music, pop",,,,,,
8/29/1996,1996,,,Taiteiden yö,Night of the Arts,,kaupunkitapahtuma,city ​​event,,,,,,,,
8/29/1996,1996,Huvila,Huvila,Trio Töykeät solisteinaan Pekka & Jaakko Kuusisto,Trio Töykeat as soloists Pekka & Jaakko Kuusisto,FIN,musiikki,music,Jazz,Jazz,,,,,,
8/30/1996,1996,Temppeliaukion kirkko,Temple square church,Borodin-jousikvartetti,Borodin String Quartet,RUS,musiikki,music,klassinen,classic,,,,,,
8/30/1996,1996,Orion,Orion,Daniele Huillet & Jean-Marie Straub: Moses und Aron,Daniele Huillet & Jean-Marie Straub: Moses and Aron,GER,elokuva,movie,,,,,,,,
8/30/1996,1996,Orion,Orion,Masaki Kobayashi: Joi-uchi - Laskeva aurinko (1967),Masaki Kobayashi: Joi-uchi - Setting Sun (1967),JPN,elokuva,movie,,,,,,,,
8/30/1996,1996,Sibelius-akatemia,Sibelius Academy,Olli Mustosen sävellyskonsertti,Olli Mustonen's composition concert,FIN,musiikki,music,klassinen,classic,"piano, johtaja Olli Mustonen
Kamariorkesteri
sello Martti Rousi","piano, conductor Olli Mustonen
Chamber Orchestra
cello Martti Rousi","Esa-Pekka Salonen, johtaja","Esa-Pekka Salonen, director",,
8/30/1996,1996,Orion,Orion,Philip Kaufman: Rising Sun - Nouseva aurinko (1993),Philip Kaufman: Rising Sun (1993),USA,elokuva,movie,,,,,,,,
8/30/1996,1996,Sibelius-akatemia,Sibelius Academy,Soitinnäyttely,Instrument exhibition,,kuvataide,visual arts,,,,,,,,
8/30/1996,1996,Tavastia,Things to do,The Posies (Konsertti siirretty Huvila-teltalta Tavastialle),The Posies (Concert moved from Huvila tent to Tavastia),USA,musiikki,music,"Rock, pop","Rock, pop",,,,,,
8/31/1996,1996,Orion,Orion,Akira Kurosawa: Ran (1985),Akira Kurosawa: Ran (1985),JPN,elokuva,movie,,,,,,,,
8/31/1996,1996,Finlandia-talo,Finlandia House,José van Dam & Maciej Pikulski,José van Dam & Maciej Pikulski,BEL,musiikki,music,klassinen,classic,"bassobaritoni José van Dam
piano Maciej Pikulski","bass baritone José van Dam
piano Maciej Pikulski",,,,
8/31/1996,1996,Orion,Orion,Masaki Kobayashi: Kaidan (1964),Masaki Kobayashi: Kaidan (1964),JPN,elokuva,movie,,,,,,,,
8/31/1996,1996,Kallion kirkko,Kallio church,Sinfonia Lahti,Symphony Lahti,FIN,musiikki,music,klassinen,classic,"mezzosopraano Lilli Paasikivi
tenori Petri Lehto
baritoni Sauli Tiilikainen
lausuja Lasse Pöysti
Lahden Kamarikuoro, kuoron valmennus Risto Raikaslehto","mezzo-soprano Lilli Paasikivi
tenor Petri Lehto
baritone Sauli Tiilikainen
spoken by Lasse Pöysti
Lahti Chamber Choir, choir coached by Risto Raikaslehto","Osmo Vänskä, johtaja 
","Osmo Vänskä, director 
",,
8/31/1996,1996,Huvila,Huvila,Uudet poliittiset laulut,New political songs,FIN,musiikki,music,"Pop, rock","Pop, rock","Olympia-orkesteri
solistit Don Huonot, Sari Kaasinen, Ona Kamu, Timo Koivusalo, Kullervon Kosto, Lapinlahden Linnut, Juha Lehti, Tommi Lindell, Rehtorit, Sami Saari, Sirkka-Liisa Krapinoja-Sass, Sinikka Sokka, Ulla Tapaninen, Ultra Bra, Puntti Valtonen, Jukka Vuoristo, Veltto Virtanen, A. W. Yrjänä juontajat Eeva Litmanen & Taisto Oksanen","Olympia Orchestra
soloists Don Huonot, Sari Kaasinen, Ona Kamu, Timo Koivusalo, Kullervon Kosto, Lapinlahten Linnut, Juha Lehti, Tommi Lindell, Principals, Sami Saari, Sirkka-Liisa Krapinoja-Sass, Sinikka Sokka, Ulla Tapaninen, Ultra Bra, Puntti Valtonen, Jukka Vuoristo, Veltto Virtanen, A. W. Yrjänä presenters Eeva Litmanen & Taisto Oksanen","Jukka Hakoköngäs, johtaja ","Jukka Hakoköngäs, director ",,
9/1/1996,1996,Temppeliaukion kirkko,Temple square church,Borodin-jousikvartetti,Borodin String Quartet,RUS,musiikki,music,klassinen,classic,,,,,,
9/1/1996,1996,Sibelius-Akatemia,Sibelius Academy,Juhlakonsertti: Suomalainen jousikvartetti,Festive concert: Finnish string quartet,FIN,musiikki,music,klassinen,classic,"viulu Jussi Pesonen
viulu Yrjö Lasonpalo
alttoviulu Heikki Vehmanen
sello Veikko Höylä","violin Jussi Pesonen
violin Yrjö Lasonpalo
viola Heikki Vehmanen
cello Veikko Höylä",,,,
9/1/1996,1996,Huvila,Huvila,Klassikot: kuolleita säveltäjiä ja eläviä koreografeja,Classics: dead composers and living choreographers,FIN,musiikki,music,"Klassinen, pop, nykytanssi","Classical, pop, contemporary dance","Zagros Ensemble, Jorma Uotinen, Kenneth Kvarnström, Simo Heiskanen & Tuomo Railo, Sanna Kekäläinen, Iiro Rantala, Kuumat Huulet","Zagros Ensemble, Jorma Uotinen, Kenneth Kvarnström, Simo Heiskanen & Tuomo Railo, Sanna Kekäläinen, Iiro Rantala, Kuumat Huulet",,,,
9/1/1996,1996,Orion,Orion,Michael Powell & Emeric Pressburger: Hoffmanin seikkailut (1951),Michael Powell & Emeric Pressburger: The Adventures of Hoffman (1951),GBR,elokuva,movie,,,,,,,,
9/1/1996,1996,Orion,Orion,Michael Shapiro: Katerina Izmailova - Lady Macbeth of Mtsensk,Michael Shapiro: Katerina Izmailova - Lady Macbeth of Mtsensk,RUS,elokuva,movie,,,,,,,,
9/1/1996,1996,Orion,Orion,Paul Czinner: Ruusuritari (1961),Paul Czinner: Ruusuritari (1961),GBR,elokuva,movie,,,,,,,,
9/1/1996,1996,Finlandia-talo,Finlandia House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,"Tapiolan Kamarikuoro & Suomen Kamarilaulajat
kuoron valmennus Juha Kuivanen","Tapiola Chamber Choir & Finnish Chamber Singers
choir coaching Juha Kuivanen","Esa-Pekka Salonen, johtaja 
","Esa-Pekka Salonen, director 
",,
9/1/1996,1996,Galerie Artek,Galerie Artek,Wolfgang Laib,Wolfgang Laib,GER,kuvataide,visual arts,,,,,,,,
8/13/1997,1997,Muu-galleria ym.,Other gallery etc.,Beaconsfield: between the devil and the deep (blue) sea,Beaconsfield: between the devil and the deep (blue) sea,GBR,kuvataide,visual arts,performanssi,performance art,"David Crawforth, Naomi Siderfin, Stuart Brisley, Robert Ellis, Tracey Emin, Bruce Gilchrist, Hayley Newman, Mark Wallinger","David Crawforth, Naomi Siderfin, Stuart Brisley, Robert Ellis, Tracey Emin, Bruce Gilchrist, Hayley Newman, Mark Wallinger",,,,
8/21/1997,1997,Valokuvagalleria Hippolyte,Photo gallery Hippolyte,Boris Mihailov,Boris Mihailov,UKR,kuvataide,visual arts,,,,,,,,
8/21/1997,1997,Galerie Anhava,Galerie Anhava,Irina Zatulovskaya,Irina Zatulovskaya,RUS,kuvataide,visual arts,,,,,,,,
8/22/1997,1997,Stoa,Stoa,Company Toothpick: Westward Ho! & Overdozed Mood,Company Toothpick: Westward Ho! & Overdozed Mood,FIN,tanssi,dance,,,,,,,"Tero Saarinen, koreografi ","Tero Saarinen, choreographer "
8/22/1997,1997,Kino Engel,Cinema Engel,Edgar Reitz: Heimat & Zweite Heimat ,Edgar Reitz: Home & Second Home ,GER,elokuva,movie,,,,,,,,
8/22/1997,1997,Kino Engel,Cinema Engel,Mary Harron: I shot Andy Warhol (USA 1996),Mary Harron: I shot Andy Warhol (USA 1996),CAN,elokuva,movie,,,,,,,,
8/22/1997,1997,Amos Andersonin taidemuseo,Amos Anderson Art Museum,Risto Suomi,Risto Finland,FIN,kuvataide,visual arts,,,,,,,,
8/23/1997,1997,Helsingin Taidehalli,Helsinki Art Gallery,Andy Warhol,Andy Warhol,USA,kuvataide,visual arts,,,,,,,,
8/23/1997,1997,Huvila,Huvila,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,,,"Jukka-Pekka Saraste, kapellimestari ","Jukka-Pekka Saraste, conductor ",,
8/23/1997,1997,Huvila,Huvila,Wade Mikkola Quintet,Wade Mikkola Quintet,FIN,musiikki,music,jazz,jazz,,,,,,
8/24/1997,1997,Huvila,Huvila,"Helsingin kaupunginorkesteri, Suomen filharmoninen kuoro","Helsinki City Orchestra, Finnish Philharmonic Choir",FIN,musiikki,music,Klassinen,Classic,basso Matti Salminen,bass Matti Salminen,"Esa-Pekka Salonen, johtaja","Esa-Pekka Salonen, director",,
8/25/1997,1997,Huvila,Huvila,Elävien runoilijoiden ilta,An evening of living poets,ESP,"runous, musiikki","poetry, music","Kansanmusiikki, etno, jazz","Folk music, ethno, jazz","Juan Carlos Suñén, Agneta Enckell, Anselm Hollo, Tomas Tranströmer, Caj Westerberg,  Kai Nieminen, Tarja Roinila, Eira Stenberg, juontaja Tuva Korsström, musiikki Me Naiset, Zetaboo","Juan Carlos Suñén, Agneta Enckell, Anselm Hollo, Tomas Tranströmer, Caj Westerberg, Kai Nieminen, Tarja Roinila, Eira Stenberg, host Tuva Korsström, music Me Naiset, Zetaboo",,,,
8/25/1997,1997,Suomen kansallisooppera,Finnish National Opera,"Tanssiryhmä Rosas & The Duke String Quartet | Woud - kolme osaa Bergin, Schönbergin ja Wagnerin musiikkiin","Dance group Rosas & The Duke String Quartet | Woud - three movements to the music of Berg, Schoenberg and Wagner",BEL,tanssi,dance,,,sopraano Ursula Hesse,soprano Ursula Hesse,,,"Anne Teresa De Keersmaeker, koreografi ","Anne Teresa De Keersmaeker, choreographer "
8/25/1997,1997,Q-teatteri,Q Theater,Yhden miehen teatteri Igor Larin (Pietari): Burattinon loistelias elämä & Vertinsky eli Paronin tunnustus,"One-man theater Igor Larin (St. Petersburg): Burattino's glorious life & Vertinsky, or Baron's confession",RUS,teatteri,theater,,,,,,,,
8/26/1997,1997,Huvila,Huvila,Aavikko,Desert,FIN,musiikki,music,elektroninen,electronic,,,,,,
8/26/1997,1997,Huvila,Huvila,Galliano,Galliano,GBR,musiikki,music,jazz,jazz,,,,,,
8/26/1997,1997,Tavastia,Things to do,"Jatkoklubi | Galliano-jatkot: Pansies, Elevators","Extension club | Galliano sequels: Pansies, Elevators",?,musiikki,music,,,,,,,,
8/26/1997,1997,Orion,Orion,Valkokangas tanssii -elokuvasarja,Valkokangas dansii film series,,elokuva,movie,,,,,"säestys mm. Iiro Rantala, Lenni-Kalle Taipale","accompaniment e.g. Iiro Rantala, Lenni-Kalle Taipale",,
8/26/1997,1997,Temppeliaukion kirkko,Temple square church,Virtuosi di Kuhmo,Virtuosi di Kuhmo,FIN,musiikki,music,klassinen,classic,viulu Elizabeth Batiashvili ja Peter Csaba,violin Elizabeth Batiashvili and Peter Csaba,"Peter Csaba, kapellimestari ","Peter Csaba, conductor ",,
8/27/1997,1997,Ateneumin taidemuseo,Ateneum Art Museum,Anne Teresa De Keersmaekerin koreografioita,Choreographed by Anne Teresa De Keersmaeker,?,tanssi,dance,,,,,,,,
8/27/1997,1997,Huvila,Huvila,Helsingin kaupunginorkesteri,Helsinki City Orchestra,FIN,musiikki,music,klassinen,classic,,,"Leif Segerstam, kapellimestari ","Leif Segerstam, conductor ",,
8/28/1997,1997,Esplanadi,Esplanade,Katutapahtuma Espalla 28.-31.8.,Street event in Espa 28.-31.8.,,kaupunkitapahtuma,city ​​event,,,"Esiintymässä mm. Trio Töykeät, Johanna Rusanen & Rauno Tikkanen Quartet, DJ Bunuel, tanssiteatteri Hurjaruuth","Performing, e.g. Trio Töykeat, Johanna Rusanen & Rauno Tikkanen Quartet, DJ Bunuel, Dance Theater Hurjaruuth",,,,
8/28/1997,1997,Kulttuuritalo,Culture House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,piano Ralf Gothóni,piano Ralf Gothóni,"Olli Mustonen, kapellimestari ","Olli Mustonen, conductor ",,
8/28/1997,1997,Huvila,Huvila,Suomi rakastaa: Olympia-orkesteri & J. Huimapää ja vaaralliset jouset,Finland loves: Olympic Orchestra & J. Huimapää and dangerous strings,FIN,musiikki,music,"Pop, rock","Pop, rock","solistit Pauli Hanhiniemi, Hunajamelonit, Matti Inkinen, Anna Kuoppamäki & Toni Wirtanen, Ilkka Merivaara, Elena Mady, Neljä Baritonia, Kalle Pakkala, Eero Raittinen, Pelle Miljoona, Rasmus, Toni Rossi, Aki Sirkesalo 
juontaja & solisti Sasu Moilanen ","soloists Pauli Hanhiniemi, Hunajamelonit, Matti Inkinen, Anna Kuoppamäki & Toni Wirtanen, Ilkka Merivaara, Elena Mady, Four Baritons, Kalle Pakkala, Eero Raittinen, Pelle Miljoona, Rasmus, Toni Rossi, Aki Sirkesalo 
presenter & soloist Sasu Moilanen ","Jukka Hakoköngäs, johtaja","Jukka Hakoköngäs, director",,
8/28/1997,1997,,,Taiteiden yö,Night of the Arts,,kaupunkitapahtuma,city ​​event,,,,,,,,
8/29/1997,1997,Tavastia,Things to do,"Jatkoklubi | Tenorland-jatkot: DJ:t Jimi Tenor, Mark Grant, Maurice Fulton","Extension club | Tenorland sequels: DJs Jimi Tenor, Mark Grant, Maurice Fulton",FIN,musiikki,music,elektroninen,electronic,,,,,,
